CCG16CD,CCG16CDH,CCG16NM,STP17CD,STP17NM,FID,Product,LiveDate,ServiceIdWhitelist,ITKServiceIdWhitelist
E38000018,02W,NHS Bradford City CCG,E54000005,West Yorkshire,41,Pathways,30/11/2017,152639|153138|153140|153166|153169|153181|153190|1323247348|1323249234|1323250366|1323251047|1323251384|1323251799|1323251881|1323252176|1323252517|1323252619|1323253025|1323253615|1323253627|1323253776|1323253800|1323253964|1323254120|1323254157|1323254297|1323254560|1323254958|1323255196|1323255568|1323255720|1323255893|1323255969|1323256112|1323256137|1323256333|1323256494|1323256782|1323257028|1323257119|1323257196|1323257288|1323257416|1323257472|1323257594|1323257713|1323257967|1323258152|1323258315|1323258525|1323258709|1323258852|1323259018|1323262863|1323264692|1323264851|1323265048|1323265359|1323265504|1323265637|1323266014|1323266179|1323266429|1323266492|1323266609|1323266625|1323267056|1323267315|1323267395|1323267457|1323267588|1323267599|1323267708|1323267800|1323267823|1323267962|1323268251|1323268374|1323268394|1323268587|1323268902|1323269033|1323269086|1323269420|1323269569|1323269588|1323269691|1323269779|1323269834|1323269976|1323270180|1323270418|1323270437|1323270637|1323270638|1323270774|1323270875|1323271056|1323271069|1323271209|1323271297|1323271357|1323271517|1323272023|1323272400|1323272587|1323333469|1323333966|1323334105|1323334245|1323334393|1323334543|1323334718|1323335156|1323335325|1323335475|1323335672|1323335830|1323336049|1323336265|1323336421|1323337073|1323337314|1323338424|1323340684|1323340840|1323341023|1323342186|1323342289|1323343709|1323343858|1323344136|1323344459|1323348269|1323348449|1323348567|1323348861|1325602743|1325612696|1325673195|1336549495|1336549578|1340109420|1340109479|1340113765|1340114007|1340114176|1340114238|1340114286|1340114344|1340114422|1340114476|1340114531|1340114584|1340114659|1340114718|1340114801|1340282357|1340283765|1340283876|1340283945|1340284010|1340284066|1340284125|1340886327|1342182122|1342182445|1342779341|1345108361|1345109366|1345109428|1345109478|1345109542|1345109666|1345109725|1345109821|1345110124|1345111688|1345129182|1345129556|1345129617|1345129670|1345129719|1345129762|1345129845|1345129929|1345130875|1345130921|1345131301|1345131368|1345131444|1345131484|1345131532|1345131619|1345131781|1345131843|1345131909|1345131958|1345192821|1345193284|1345193386|1345193440|1345193598|1345193666|1345193718|1345193774|1345193925|1345193981|1345194035|1345194093|1345194463|1345194515|1345194725|1345195348|1345195430|1345195554|1345195599|1345195652|1345196287|1345196336|1345196391|1345196515|1345196567|1345196626|1345196702|1345197105|1345197146|1345197226|1345197316|1345197376|1345197496|1345197552|1345197614|1345197671|1345197737|1345197788|1345198855|1345199185|1345199246|1345199310|1345199361|1345199419|1345199479|1345199512|1345199575|1345200118|1345200178|1345203042|1345203091|1345203174|1345203224|1345203293|1345203353|1345203432|1345203576|1345203807|1345203858|1345454778|1347897772|1350983001|1352205168|1355130539|1355303187|1359019872|1359019991|1362471563|1382427054|1402308169|1404814709|1404899488|1406020647|1428935398|1430311823|1466690978|1466696130|1493027809|1345129971|1336548620|1338292632|1339577363|1339577492|1339577741|1323184633|1323247795|1323248280|1323251227|1323251544|1323252029|1323252263|1323253378|1323254427|1323254748|1323255370|1323257758|1323257969|1323258186|1323258385|1323258759|1323259006|1323262638|1323264360|1323264536|1323265199|1323265354|1323265698|1323266778|1323267217|1323336613|1323434673|1340109349|1342181900|1345798313|1352202773|1382362989|1397054838|1428935019|1428935644|1440490437|1440494131|1440494959|1440495304|1440495571|1440495963|1440496204|1466609433|1466695579|2000000340|2000000344|2000001621|2000001625,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|1490622876|1362471563|1362471380|1362412492|1362412557|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|1491228465|1490622632|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|2000000337|2000000403|2000000405|2000000344|2000000334|2000000407|2000000331|2000000332|2000000341|2000000345|2000000333|2000000335|2000000351|2000000338|2000000409|2000000347|2000000410|2000000349|2000000353|1329495581|1338457985|1479808152|1340019884|1340019693|1340019782|1362471653|1479806497|2000003632|2000003631|2000003633|2000003634|1490622134
E38000174,01W,NHS Stockport CCG,E54000007,Greater Manchester,42,,,,
E38000097,04C,NHS Leicester City CCG,E54000015,"Leicester, Leicestershire and Rutland",43,,,,
E38000019,02R,NHS Bradford Districts CCG,E54000005,West Yorkshire,44,Pathways,30/11/2017,152639|153138|153140|153166|153169|153181|153190|1323247348|1323249234|1323250366|1323251047|1323251384|1323251799|1323251881|1323252176|1323252517|1323252619|1323253025|1323253615|1323253627|1323253776|1323253800|1323253964|1323254120|1323254157|1323254297|1323254560|1323254958|1323255196|1323255568|1323255720|1323255893|1323255969|1323256112|1323256137|1323256333|1323256494|1323256782|1323257028|1323257119|1323257196|1323257288|1323257416|1323257472|1323257594|1323257713|1323257967|1323258152|1323258315|1323258525|1323258709|1323258852|1323259018|1323262863|1323264692|1323264851|1323265048|1323265359|1323265504|1323265637|1323266014|1323266179|1323266429|1323266492|1323266609|1323266625|1323267056|1323267315|1323267395|1323267457|1323267588|1323267599|1323267708|1323267800|1323267823|1323267962|1323268251|1323268374|1323268394|1323268587|1323268902|1323269033|1323269086|1323269420|1323269569|1323269588|1323269691|1323269779|1323269834|1323269976|1323270180|1323270418|1323270437|1323270637|1323270638|1323270774|1323270875|1323271056|1323271069|1323271209|1323271297|1323271357|1323271517|1323272023|1323272400|1323272587|1323333469|1323333966|1323334105|1323334245|1323334393|1323334543|1323334718|1323335156|1323335325|1323335475|1323335672|1323335830|1323336049|1323336265|1323336421|1323337073|1323337314|1323338424|1323340684|1323340840|1323341023|1323342186|1323342289|1323343709|1323343858|1323344136|1323344459|1323348269|1323348449|1323348567|1323348861|1325602743|1325612696|1325673195|1336549495|1336549578|1340109420|1340109479|1340113765|1340114007|1340114176|1340114238|1340114286|1340114344|1340114422|1340114476|1340114531|1340114584|1340114659|1340114718|1340114801|1340282357|1340283765|1340283876|1340283945|1340284010|1340284066|1340284125|1340886327|1342182122|1342182445|1342779341|1345108361|1345109366|1345109428|1345109478|1345109542|1345109666|1345109725|1345109821|1345110124|1345111688|1345129182|1345129556|1345129617|1345129670|1345129719|1345129762|1345129845|1345129929|1345130875|1345130921|1345131301|1345131368|1345131444|1345131484|1345131532|1345131619|1345131781|1345131843|1345131909|1345131958|1345192821|1345193284|1345193386|1345193440|1345193598|1345193666|1345193718|1345193774|1345193925|1345193981|1345194035|1345194093|1345194463|1345194515|1345194725|1345195348|1345195430|1345195554|1345195599|1345195652|1345196287|1345196336|1345196391|1345196515|1345196567|1345196626|1345196702|1345197105|1345197146|1345197226|1345197316|1345197376|1345197496|1345197552|1345197614|1345197671|1345197737|1345197788|1345198855|1345199185|1345199246|1345199310|1345199361|1345199419|1345199479|1345199512|1345199575|1345200118|1345200178|1345203042|1345203091|1345203174|1345203224|1345203293|1345203353|1345203432|1345203576|1345203807|1345203858|1345454778|1347897772|1350983001|1352205168|1355130539|1355303187|1359019872|1359019991|1362471563|1382427054|1402308169|1404814709|1404899488|1406020647|1428935398|1430311823|1466690978|1466696130|1493027809|1345129971|1402665999|1336548620|1338292632|1339577363|1339577492|1339577741|1323184633|1323247795|1323248280|1323251227|1323251544|1323252029|1323252263|1323253378|1323254427|1323254748|1323255370|1323257758|1323257969|1323258186|1323258385|1323258759|1323259006|1323262638|1323264360|1323264536|1323265199|1323265354|1323265698|1323266778|1323267217|1323336613|1323434673|1340109349|1342181900|1345798313|1352202773|1382362989|1397054838|1428935019|1428935644|1440490437|1440494131|1440494959|1440495304|1440495571|1440495963|1440496204|1466609433|1466695579|2000000340|2000000344|2000001581,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|1490622876|1362471563|1362471380|1362412492|1362412557|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|1491228465|1490622632|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|2000000337|2000000403|2000000405|2000000344|2000000334|2000000407|2000000331|2000000332|2000000341|2000000345|2000000333|2000000335|2000000351|2000000338|2000000409|2000000347|2000000410|2000000349|2000000353|1329495581|1338457985|1479808152|1340019884|1340019693|1340019782|1362471653|1479806497|2000003632|2000003631|2000003633|2000003634|1490622134
E38000175,05W,NHS Stoke on Trent CCG,E54000010,Staffordshire,45,Pathways,26/06/2018,1311080281|1349187610|1398798692|1497848566|1409324026|143201|1400589358|1351172386|1351172539|144907|144908|144910|144911|144912|144913|144914|144915|144916|144917|144918|144919|144920|144921|144924|144925|144926|144927|144928|144930|144931|144932|144934|144936|144937|144938|144939|144941|144942|144943|144945|144946|140225|140226|140228|140229|140230|140231|140232|140233|140234|140236|140237|140238|140239|140240|140241|140242|140243|140244|140245|140246|140247|140248|140249|140250|140251|140252|140253|140254|140255|140257|140258|140259|140260|140261|140262|140263|140264|140265|140266|140268|140269|140270|140271|140272|140273|140274|140275|140276|140277|140278|140279|140281|140282|140285|140286|1444646433|1476442376|144906|144940|144944|140227|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1361175503|1363782767|1420546236|1373285037|144949|144950|144951|144952|144953|144954|144955|144956|144957|144958|144961|144962|144963|144964|140315|140316|140318|140322|140323|140324|140326|140327|140328|140332|140333|140335|140336|140337|140338|140339|140340|1368440558|1368441115|1368443515|1489482146|1489482567|1489484210|1489505367|1489505610|1489506363|1409322521|1400590956|150040|144922|144923|144929|144933|144935|1360921368|1363693475|1310140016|1320418113|1320334030|1320417525|1320418429|1318579508|1423742432|1457947179|1440660249|1440660519|1463570221|1466588023|143763|143764|1349168275|1349694721|1309882651|1401275527|1409324222|1354695993|1404120586|1409324395|1409321540|143319|157140|144152|144153|144155|144156|144157|144158|144164|144170|144171|144172|144174|144175|144176|144177|144178|144179|144180|144181|144187|144188|144190|144193|144195|144196|144198|144199|144200|144201|144203|144207|144211|144212|144213|144214|144215|144217|144218|144219|144220|144221|144222|144223|144225|144226|144227|144228|144229|144237|144238|144241|144242|144247|144248|144249|144251|144252|144253|144254|144255|144257|144258|144259|1310135359|1310145096|1361535097|1362409764|1362412852|1362413153|1362415190|1362415471|1362415900|1362416225|1363694576|1363695566|1363780918|1379664375|144243|144244|144246|1310136373|1361535396|1361535891|1361873128|1362413429|1362491175|1363695030|1428019907|149420|149430|149455|149460|149463|149469|149470|1367582562|1392472509|1392473028|1386176758|149617|156124|144159|156158|156161|156163|1364506561|1364506815|1367590876|1386768124|1392471378|1458557897|151401|1311080730|1311080910|1397122456|1399038760|144069|144072|144079|144080|144082|144083|144086|144102|144106|144107|144112|144122|144123|144125|144126|144134|144136|144141|144148|144149|144151|1452267670|1489481347|1489506543|1999999863|2000002681|2000002796|2000002817|1310139179|157139|144204|144234|144235|1362411397|144161|144245|1362410749|144077|144078|144087|144088|144089|144093|144098|144103|144121|144124|144132|144138|1452506879|1489482888|1489484478|156448|1358430800|144163|144165|144166|144167|144168|144184|144185|144186|144197|144202|144206|144208|144209|144210|144230|144231|144232|144233|144239|144240|144250|144260|1361535724|1361875389|1362410505|1362409524|156790|156817|1387976783|1450094548|144073|144075|144076|144108|144109|144110|144113|144133|144137|144146|1489481041|1999999864|1310143543|1444047194|144074|144127|144150|2000002813|1316591486|1316591543|1348731526|1352714050|1352714302|1352715081|1352715708|1326126299|1320336742|1311769529|1317379143|1331898724|1314278143|1314009339|2000000028|2000002693|1502186720|137721|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|144879|144880|144881|144882|144883|144884|144886|144887|144888|144889|144890|144892|144893|144894|144895|144896|144897|144898|144899|144900|144901|144902|144903|144904|144905|143778|140288|140289|140290|140291|140292|140293|140294|140295|140297|140298|140299|140300|140301|140302|140303|140304|140305|140306|140307|140308|140309|140310|140311|140312|140313|1367226067|1367227440|2000005544|2000005543|2000005562|2000005563|2000005564,2000005543|2000005562|2000005563|2000005564
E38000098,08L,NHS Lewisham CCG,E54000030,South East London,46,Pathways,17/12/2017,1454277706|1436366785|1436369122|1436370413|1436370594|1436371157|1437171403|1437171576|1437171936|1437171156|160461|160508|158906|158997|160480|160462|159143|160562|160570|160481|160535|158900|159302|159301|160490|164158|160477|160547|158916|159379|160542|160467|159791|160552|159891|158890|159905|1394550049|158895|160008|1394550663|158885|160137|160487|160208|161338|160486|160482|1394552005|1369926703|160471|160556|160468|158893|162045|160567|160460|160515|160428|160509|162244|160558|164216|160496|160459|160489|160579|160861|160863|160513|160899|158915|160968|160548|161097|160491|1441377988|161157|161209|160530|1450716355|160473|160544|161302|161303|161339|161394|160806|160538|161371|161570|161601|164215|161701|160474|164312|160526|160559|160573|158889|160553|160475|158898|160531|160534|160497|160576|161901|160525|160550|160560|160571|160469|162033|160494|162350|160532|162522|162245|160581|160546|160536|160540|158923|160434|160554|160539|160458|162839|160488|160478|160495|160580|163074|163086|158914|160611|1394551429|160514|160572|160512|160476|158913|160493|163178|160543|158887|1319536678|163384|1379673731|158918|163512|160529|160466|160464|163706|158880|160376|164607|160557|160582|158894|161820|160565|163765|165001|158901|163919|160537|160484|161826|158896|163104|160541|160485|160510|160437|164038|160527|160463|160551|164167|1389623193|164268|160483|158912|160569|160584|164626|160575|160533|160578|160511|164776|164966|1451918448|1460547977|1450702370|1460364814|1459948084|158882|161980|1317301651|1317301802|1317301501|1317301221|1318611560|1504093408|1485536651|1505990505|1498742054|1503491667|1338552270|1411478660|1411475538|1411476595|1411477100|1317643273|1999999955|1425396657|1425397087|1424274296|1999999782|1333447194|1425397195|1425397484|1425397355|1425397595|1425397681|2000000683|1401443006|1409830270|1387465071|1449265148|1443456210|1465481022|1399392960|1318591328|1363003454|1363005622|1363005003|1318611966|1497603492|1500382300|1500383747|1445355147|1465465975|1392636674|1434719916|1431953014|1434552607|1434552199|1392638810|1434551968|1434552362|1469100897|1434720126|1434717883|1469098307|1392639659|1434719465|1392644545|1469103212|1434717557|1469103827|1392639261|1469104275|1439568084|1392638031|1432044119|1999999776|1254628245|1999999994|1999999730|1392641372|1434718140|1999999731|1392639494|1392640706|1469106033|1435762848|1434551715|1392640005|1456933388|159810|1393514182|159250|159400|159523|159486|159505|159507|160665|1392733989|160855|1439287324|160703|161825|160666|159416|160678|159879|159115|163799|159756|163292|159808|159815|159847|159860|160113|160140|160141|159878|160241|160264|160274|164510|163925|160356|160386|163290|160947|160919|161185|161277|159374|161474|161773|161790|161815|161872|161929|162330|161908|164523|160671|162034|162131|162132|162212|162351|163128|159329|1392640990|162388|162489|162859|162919|1392641297|1392803914|163014|1393428160|163015|1392737564|163182|163243|163337|163404|163408|1393433461|163293|163294|163603|1394637456|1393432782|1392737298|159308|163822|163796|163821|163792|163793|159811|163820|162974|163092|163095|163824|163835|163291|161850|164856|163769|163945|163944|159362|1394642190|164118|162393|164305|164423|1393505153|164682|164685|1393505754|164689|164621|164931|164914|161879|1436197396|1405516762|1999999767|1483719303|1436171892|1433518780|163611|159001|159827|159825|159058|1399049349|159068|159072|159081|1319033475|159166|159168|159188|159229|159296|159310|159309|159335|163766|159361|161926|1320332509|159436|159709|159663|159668|1320337396|159589|159685|159676|159661|159672|159662|1320337650|159679|159654|159671|1450351588|159666|159710|159707|159653|164999|159673|159675|159674|159669|159678|1434023269|159708|1433934708|159677|159667|159652|159696|159664|159717|160278|162100|159802|159805|159819|159826|159828|159853|159861|1434020854|159890|159888|159904|159952|159958|159998|160020|160021|1433756910|160078|160181|160202|160229|160263|160275|160276|160279|160372|160373|162504|158978|160383|160389|160406|160396|1319031566|162505|160402|160403|160407|158976|162773|158975|161597|158977|160385|158974|158973|160408|158972|160400|162411|160418|160426|160630|1319031920|160866|160867|160909|160935|160960|160961|160382|161081|161088|161104|161106|161290|161169|161171|161172|161218|161219|161254|161270|161357|1375261915|161404|161406|161441|161440|161459|161463|161483|161561|161565|161598|161607|160645|161625|161832|161837|161842|161896|161917|161921|161922|1319036644|162801|161999|162016|162024|162025|162042|162085|162101|162087|162127|162203|162180|162200|1320333363|162204|162186|162199|163557|163555|163561|163562|162188|162207|162194|162208|162201|162202|162192|1434022353|162191|162206|1434021916|162205|1397726440|162209|162226|162229|162262|162263|162264|162271|162284|159388|162341|162374|1319037173|162395|162406|162427|1419332913|162425|162426|162428|162458|162513|162507|162753|160384|162758|162785|1409583661|162882|162961|162972|1418219976|162978|162979|1320331441|163063|163070|163075|1320318103|163080|159321|1319018619|163088|163082|163102|163109|163113|163118|163122|163149|163209|163238|163089|162187|1434040743|163257|163268|1329911252|163310|163347|160024|163368|163370|163390|1319031130|163427|163456|163447|1433164167|163467|1433930590|163481|163488|163950|163516|163564|163558|1397728671|1482151413|163569|1450349487|1319019114|163596|163605|163618|163619|163645|163483|163644|163646|163690|163279|163728|163733|159042|163852|163924|163926|163936|163949|160104|163875|163909|1320317370|164018|164009|1319033123|164017|164011|164012|164008|164020|164022|164010|164036|162241|164059|164074|164073|1319019341|164083|164111|164100|164101|1397731999|164345|164385|164490|164545|164930|1320329375|163215|163767|164572|1320317603|164590|164598|164610|164622|164628|164641|1421671797|164780|164792|164805|164822|164182|164193|164186|164183|1442318199|164838|164859|164864|164882|164888|164904|164913|1434019930|164965|1397732423|164969|1400251927|1484048013|1364387459|1393861011|1364385137|1450108787|1364389731|1393424115|1402073820|1452013455|1364388510|1364384428|1402497586|1402497974|1396971663|1396529035|1396957232|1329239125|165739|165743|165740|165742|1394193957|2000001488|1338300661|165902|1400163339|165746|1453988722|1454949039|1463589526|165809|1439982503|1439982349|1439981072|1439981932|1439982664|165805|165812|1439982165|165810|1318337818|165811|165904|1496146585|1454000210|1438253426|1453907323|1453907624|1453896806|1453897784|1453899098|1453899280|1407427780|1364389140|1364388110|1364387854|1364386142|1364389477|1455204540|1477496432|1437653592|1328113322|1412089702|1318596346|1456494743|1435070071|1435062372|1435064329|1435058248|1435064911|1435142037|1435066580|1435052080|1435057821|1390841547|1391618266|1398684829|1391784043|1398686012|1402313456|1405429939|1467904823|1436260422|1435141077|1461057272|1461156060|1460110090|1460108273|1317647353,1456933388|1454277706|1403536392|1354112563|1442223256|1317643273
E38000020,07P,NHS Brent CCG,E54000027,North West London,47,,,,
E38000176,00P,NHS Sunderland CCG,E54000046,"Northumberland, Tyne and Wear and North Durham",48,,,,
E38000099,03T,NHS Lincolnshire East CCG,E54000013,Lincolnshire,49,,,,
E38000021,09D,NHS Brighton and Hove CCG,E54000033,Sussex and East Surrey,50,,,,
E38000177,99H,NHS Surrey Downs CCG,E54000035,Surrey Heartlands,51,,,,
E38000178,10C,NHS Surrey Heath CCG,E54000034,Frimley Health,52,,,,
